"id","price","original_price","recorded_at","source","product_id","is_current","previous_price","price_change","price_change_rate"
8131,34900,49900,2025-12-20 17:05:57.070 +0900,crawl,313,false,49900,-15000,-30.06
5,13990,,2025-12-20 16:55:58.145 +0900,import,5,true,,,
6,7990,,2025-12-20 16:55:58.154 +0900,import,6,true,,,
16,5990,,2025-12-20 16:55:58.220 +0900,import,16,true,,,
18,5990,,2025-12-20 16:55:58.233 +0900,import,18,true,,,
19,5990,,2025-12-20 16:55:58.240 +0900,import,19,true,,,
20,6990,,2025-12-20 16:55:58.247 +0900,import,20,true,,,
23,8990,,2025-12-20 16:55:58.267 +0900,import,23,true,,,
24,9990,,2025-12-20 16:55:58.274 +0900,import,24,true,,,
25,7990,,2025-12-20 16:55:58.281 +0900,import,25,true,,,
36,5990,,2025-12-20 16:55:58.342 +0900,import,36,true,,,
38,9990,,2025-12-20 16:55:58.353 +0900,import,38,true,,,
39,9990,,2025-12-20 16:55:58.358 +0900,import,39,true,,,
42,6990,,2025-12-20 16:55:58.374 +0900,import,42,true,,,
51,2490,,2025-12-20 16:55:58.427 +0900,import,51,true,,,
54,9990,,2025-12-20 16:55:58.443 +0900,import,54,true,,,
57,1490,,2025-12-20 16:55:58.460 +0900,import,57,true,,,
58,4990,,2025-12-20 16:55:58.466 +0900,import,58,true,,,
63,3990,,2025-12-20 16:55:58.495 +0900,import,63,true,,,
66,1290,,2025-12-20 16:55:58.511 +0900,import,66,true,,,
69,6990,,2025-12-20 16:55:58.528 +0900,import,69,true,,,
74,9990,,2025-12-20 16:55:58.556 +0900,import,74,true,,,
75,3990,,2025-12-20 16:55:58.562 +0900,import,75,true,,,
76,6990,,2025-12-20 16:55:58.567 +0900,import,76,true,,,
78,4990,,2025-12-20 16:55:58.578 +0900,import,78,true,,,
80,4990,,2025-12-20 16:55:58.591 +0900,import,80,true,,,
81,4990,,2025-12-20 16:55:58.596 +0900,import,81,true,,,
82,2990,,2025-12-20 16:55:58.601 +0900,import,82,true,,,
83,2990,,2025-12-20 16:55:58.606 +0900,import,83,true,,,
85,8990,,2025-12-20 16:55:58.616 +0900,import,85,true,,,
86,2990,,2025-12-20 16:55:58.622 +0900,import,86,true,,,
87,4990,,2025-12-20 16:55:58.627 +0900,import,87,true,,,
88,2990,,2025-12-20 16:55:58.632 +0900,import,88,true,,,
89,8990,,2025-12-20 16:55:58.637 +0900,import,89,true,,,
91,2990,,2025-12-20 16:55:58.647 +0900,import,91,true,,,
92,8990,,2025-12-20 16:55:58.652 +0900,import,92,true,,,
93,8990,,2025-12-20 16:55:58.658 +0900,import,93,true,,,
95,4990,,2025-12-20 16:55:58.670 +0900,import,95,true,,,
96,9990,,2025-12-20 16:55:58.675 +0900,import,96,true,,,
97,8990,,2025-12-20 16:55:58.681 +0900,import,97,true,,,
2,11990,14990,2025-12-20 16:55:58.124 +0900,import,2,false,,,
3,9990,12990,2025-12-20 16:55:58.129 +0900,import,3,false,,,
7,9990,12990,2025-12-20 16:55:58.160 +0900,import,7,false,,,
8,9990,14990,2025-12-20 16:55:58.168 +0900,import,8,false,,,
9,12990,18990,2025-12-20 16:55:58.175 +0900,import,9,false,,,
11,9990,12990,2025-12-20 16:55:58.188 +0900,import,11,false,,,
12,8990,14990,2025-12-20 16:55:58.193 +0900,import,12,false,,,
13,14990,17990,2025-12-20 16:55:58.200 +0900,import,13,false,,,
14,16900,19900,2025-12-20 16:55:58.206 +0900,import,14,false,,,
15,7990,12990,2025-12-20 16:55:58.213 +0900,import,15,false,,,
17,8990,11990,2025-12-20 16:55:58.226 +0900,import,17,false,,,
22,9990,14990,2025-12-20 16:55:58.260 +0900,import,22,false,,,
27,9990,14990,2025-12-20 16:55:58.292 +0900,import,27,false,,,
28,13990,19990,2025-12-20 16:55:58.298 +0900,import,28,false,,,
29,13990,19990,2025-12-20 16:55:58.304 +0900,import,29,false,,,
30,15990,21990,2025-12-20 16:55:58.309 +0900,import,30,false,,,
31,9990,14990,2025-12-20 16:55:58.315 +0900,import,31,false,,,
32,12990,17990,2025-12-20 16:55:58.320 +0900,import,32,false,,,
34,6490,9990,2025-12-20 16:55:58.331 +0900,import,34,false,,,
33,6990,9990,2025-12-20 16:55:58.325 +0900,import,33,false,,,
35,7990,10990,2025-12-20 16:55:58.336 +0900,import,35,false,,,
37,9990,19990,2025-12-20 16:55:58.348 +0900,import,37,false,,,
40,6990,9990,2025-12-20 16:55:58.363 +0900,import,40,false,,,
41,9990,12990,2025-12-20 16:55:58.368 +0900,import,41,false,,,
43,12990,15990,2025-12-20 16:55:58.380 +0900,import,43,false,,,
45,5990,7990,2025-12-20 16:55:58.391 +0900,import,45,false,,,
46,13990,18990,2025-12-20 16:55:58.397 +0900,import,46,false,,,
48,7990,9990,2025-12-20 16:55:58.409 +0900,import,48,false,,,
49,7990,9990,2025-12-20 16:55:58.415 +0900,import,49,false,,,
50,4990,5990,2025-12-20 16:55:58.421 +0900,import,50,false,,,
52,4990,5990,2025-12-20 16:55:58.432 +0900,import,52,false,,,
53,3990,5990,2025-12-20 16:55:58.437 +0900,import,53,false,,,
55,7990,9990,2025-12-20 16:55:58.448 +0900,import,55,false,,,
56,8990,9990,2025-12-20 16:55:58.454 +0900,import,56,false,,,
59,12990,14990,2025-12-20 16:55:58.473 +0900,import,59,false,,,
60,7990,12990,2025-12-20 16:55:58.478 +0900,import,60,false,,,
62,9990,11990,2025-12-20 16:55:58.489 +0900,import,62,false,,,
61,9990,12990,2025-12-20 16:55:58.484 +0900,import,61,false,,,
64,9990,14990,2025-12-20 16:55:58.500 +0900,import,64,false,,,
65,12990,14990,2025-12-20 16:55:58.506 +0900,import,65,false,,,
68,9990,14990,2025-12-20 16:55:58.522 +0900,import,68,false,,,
67,15990,17990,2025-12-20 16:55:58.516 +0900,import,67,false,,,
70,8990,9990,2025-12-20 16:55:58.534 +0900,import,70,false,,,
71,12990,14990,2025-12-20 16:55:58.539 +0900,import,71,false,,,
72,2990,3990,2025-12-20 16:55:58.545 +0900,import,72,false,,,
77,6990,7990,2025-12-20 16:55:58.573 +0900,import,77,false,,,
84,11990,12990,2025-12-20 16:55:58.611 +0900,import,84,false,,,
79,7990,8990,2025-12-20 16:55:58.585 +0900,import,79,false,,,
90,5990,7990,2025-12-20 16:55:58.642 +0900,import,90,false,,,
94,10900,13900,2025-12-20 16:55:58.664 +0900,import,94,false,,,
98,6990,,2025-12-20 16:55:58.686 +0900,import,98,true,,,
99,6990,,2025-12-20 16:55:58.692 +0900,import,99,true,,,
103,9990,,2025-12-20 16:55:58.715 +0900,import,103,true,,,
104,5990,,2025-12-20 16:55:58.721 +0900,import,104,true,,,
105,5990,,2025-12-20 16:55:58.728 +0900,import,105,true,,,
106,5290,,2025-12-20 16:55:58.733 +0900,import,106,true,,,
108,8990,,2025-12-20 16:55:58.743 +0900,import,108,true,,,
110,7990,,2025-12-20 16:55:58.753 +0900,import,110,true,,,
111,8990,,2025-12-20 16:55:58.758 +0900,import,111,true,,,
112,7990,,2025-12-20 16:55:58.763 +0900,import,112,true,,,
113,9990,,2025-12-20 16:55:58.768 +0900,import,113,true,,,
115,9990,,2025-12-20 16:55:58.778 +0900,import,115,true,,,
116,9990,,2025-12-20 16:55:58.783 +0900,import,116,true,,,
117,9990,,2025-12-20 16:55:58.788 +0900,import,117,true,,,
119,9990,,2025-12-20 16:55:58.800 +0900,import,119,true,,,
121,9990,,2025-12-20 16:55:58.810 +0900,import,121,true,,,
122,9990,,2025-12-20 16:55:58.816 +0900,import,122,true,,,
123,3990,,2025-12-20 16:55:58.821 +0900,import,123,true,,,
125,9990,,2025-12-20 16:55:58.831 +0900,import,125,true,,,
128,9990,,2025-12-20 16:55:58.847 +0900,import,128,true,,,
129,5990,,2025-12-20 16:55:58.852 +0900,import,129,true,,,
130,8990,,2025-12-20 16:55:58.856 +0900,import,130,true,,,
131,4200,,2025-12-20 16:55:58.863 +0900,import,131,true,,,
132,4500,,2025-12-20 16:55:58.872 +0900,import,132,true,,,
134,4800,,2025-12-20 16:55:58.887 +0900,import,134,true,,,
135,4200,,2025-12-20 16:55:58.893 +0900,import,135,true,,,
136,4490,,2025-12-20 16:55:58.901 +0900,import,136,true,,,
137,4490,,2025-12-20 16:55:58.911 +0900,import,137,true,,,
138,9490,,2025-12-20 16:55:58.917 +0900,import,138,true,,,
139,2900,,2025-12-20 16:55:58.922 +0900,import,139,true,,,
140,2700,,2025-12-20 16:55:58.928 +0900,import,140,true,,,
141,2900,,2025-12-20 16:55:58.933 +0900,import,141,true,,,
142,2900,,2025-12-20 16:55:58.939 +0900,import,142,true,,,
143,4200,,2025-12-20 16:55:58.945 +0900,import,143,true,,,
144,4800,,2025-12-20 16:55:58.951 +0900,import,144,true,,,
145,4200,,2025-12-20 16:55:58.957 +0900,import,145,true,,,
146,5200,,2025-12-20 16:55:58.963 +0900,import,146,true,,,
147,5200,,2025-12-20 16:55:58.969 +0900,import,147,true,,,
148,4800,,2025-12-20 16:55:58.975 +0900,import,148,true,,,
149,7500,,2025-12-20 16:55:58.981 +0900,import,149,true,,,
150,2800,,2025-12-20 16:55:58.986 +0900,import,150,true,,,
151,24900,,2025-12-20 16:55:58.992 +0900,import,151,true,,,
152,7500,,2025-12-20 16:55:58.997 +0900,import,152,true,,,
153,9900,,2025-12-20 16:55:59.003 +0900,import,153,true,,,
154,7900,,2025-12-20 16:55:59.009 +0900,import,154,true,,,
155,8500,,2025-12-20 16:55:59.014 +0900,import,155,true,,,
156,7500,,2025-12-20 16:55:59.020 +0900,import,156,true,,,
157,7900,,2025-12-20 16:55:59.026 +0900,import,157,true,,,
158,26900,,2025-12-20 16:55:59.032 +0900,import,158,true,,,
159,26900,,2025-12-20 16:55:59.038 +0900,import,159,true,,,
160,26900,,2025-12-20 16:55:59.043 +0900,import,160,true,,,
161,2500,,2025-12-20 16:55:59.049 +0900,import,161,true,,,
162,9990,,2025-12-20 16:55:59.055 +0900,import,162,true,,,
163,7990,,2025-12-20 16:55:59.060 +0900,import,163,true,,,
164,4800,,2025-12-20 16:55:59.066 +0900,import,164,true,,,
166,43900,,2025-12-20 16:55:59.078 +0900,import,166,true,,,
167,9900,,2025-12-20 16:55:59.084 +0900,import,167,true,,,
168,35900,,2025-12-20 16:55:59.091 +0900,import,168,true,,,
169,35900,,2025-12-20 16:55:59.097 +0900,import,169,true,,,
170,13990,,2025-12-20 16:55:59.103 +0900,import,170,true,,,
171,35900,,2025-12-20 16:55:59.109 +0900,import,171,true,,,
172,35900,,2025-12-20 16:55:59.115 +0900,import,172,true,,,
173,42900,,2025-12-20 16:55:59.121 +0900,import,173,true,,,
174,9900,,2025-12-20 16:55:59.127 +0900,import,174,true,,,
179,8690,,2025-12-20 16:55:59.156 +0900,import,179,true,,,
180,2200,,2025-12-20 16:55:59.161 +0900,import,180,true,,,
181,5990,,2025-12-20 16:55:59.167 +0900,import,181,true,,,
182,5490,,2025-12-20 16:55:59.173 +0900,import,182,true,,,
183,2200,,2025-12-20 16:55:59.179 +0900,import,183,true,,,
184,5900,,2025-12-20 16:55:59.185 +0900,import,184,true,,,
185,7990,,2025-12-20 16:55:59.191 +0900,import,185,true,,,
186,1000,,2025-12-20 16:55:59.196 +0900,import,186,true,,,
187,5390,,2025-12-20 16:55:59.202 +0900,import,187,true,,,
188,1000,,2025-12-20 16:55:59.207 +0900,import,188,true,,,
189,4990,,2025-12-20 16:55:59.213 +0900,import,189,true,,,
190,3200,,2025-12-20 16:55:59.219 +0900,import,190,true,,,
191,10990,,2025-12-20 16:55:59.225 +0900,import,191,true,,,
192,2500,,2025-12-20 16:55:59.230 +0900,import,192,true,,,
193,7490,,2025-12-20 16:55:59.236 +0900,import,193,true,,,
194,1000,,2025-12-20 16:55:59.241 +0900,import,194,true,,,
175,3640,7290,2025-12-20 16:55:59.133 +0900,import,175,false,,,
176,6990,9990,2025-12-20 16:55:59.139 +0900,import,176,false,,,
178,4190,5990,2025-12-20 16:55:59.150 +0900,import,178,false,,,
177,5100,7290,2025-12-20 16:55:59.144 +0900,import,177,false,,,
101,8990,,2025-12-20 16:55:58.705 +0900,import,101,false,,,
100,3990,,2025-12-20 16:55:58.699 +0900,import,100,false,,,
114,9990,19990,2025-12-20 16:55:58.773 +0900,import,114,false,,,
118,9990,19990,2025-12-20 16:55:58.795 +0900,import,118,false,,,
120,9990,,2025-12-20 16:55:58.805 +0900,import,120,false,,,
124,3990,,2025-12-20 16:55:58.826 +0900,import,124,false,,,
126,6990,9990,2025-12-20 16:55:58.836 +0900,import,126,false,,,
127,6990,9990,2025-12-20 16:55:58.841 +0900,import,127,false,,,
195,2500,,2025-12-20 16:55:59.246 +0900,import,195,true,,,
196,2700,,2025-12-20 16:55:59.252 +0900,import,196,true,,,
197,1000,,2025-12-20 16:55:59.257 +0900,import,197,true,,,
198,1000,,2025-12-20 16:55:59.263 +0900,import,198,true,,,
199,1000,,2025-12-20 16:55:59.268 +0900,import,199,true,,,
200,1000,,2025-12-20 16:55:59.273 +0900,import,200,true,,,
201,1000,,2025-12-20 16:55:59.278 +0900,import,201,true,,,
202,1000,,2025-12-20 16:55:59.283 +0900,import,202,true,,,
203,7490,,2025-12-20 16:55:59.288 +0900,import,203,true,,,
204,3990,,2025-12-20 16:55:59.293 +0900,import,204,true,,,
205,7490,,2025-12-20 16:55:59.299 +0900,import,205,true,,,
206,3990,,2025-12-20 16:55:59.304 +0900,import,206,true,,,
207,3990,,2025-12-20 16:55:59.309 +0900,import,207,true,,,
208,8690,,2025-12-20 16:55:59.315 +0900,import,208,true,,,
209,2200,,2025-12-20 16:55:59.321 +0900,import,209,true,,,
210,6990,,2025-12-20 16:55:59.327 +0900,import,210,true,,,
211,6990,,2025-12-20 16:55:59.332 +0900,import,211,true,,,
212,12990,,2025-12-20 16:55:59.338 +0900,import,212,true,,,
214,5490,,2025-12-20 16:55:59.350 +0900,import,214,true,,,
215,5990,,2025-12-20 16:55:59.356 +0900,import,215,true,,,
216,7990,,2025-12-20 16:55:59.362 +0900,import,216,true,,,
217,5990,,2025-12-20 16:55:59.368 +0900,import,217,true,,,
218,2500,,2025-12-20 16:55:59.374 +0900,import,218,true,,,
219,4990,,2025-12-20 16:55:59.381 +0900,import,219,true,,,
220,5490,,2025-12-20 16:55:59.387 +0900,import,220,true,,,
221,4500,,2025-12-20 16:55:59.393 +0900,import,221,true,,,
222,5490,,2025-12-20 16:55:59.399 +0900,import,222,true,,,
223,15900,,2025-12-20 16:55:59.405 +0900,import,223,true,,,
224,4900,,2025-12-20 16:55:59.410 +0900,import,224,true,,,
225,3250,,2025-12-20 16:55:59.416 +0900,import,225,true,,,
226,3990,,2025-12-20 16:55:59.421 +0900,import,226,true,,,
227,6490,,2025-12-20 16:55:59.427 +0900,import,227,true,,,
228,4240,,2025-12-20 16:55:59.433 +0900,import,228,true,,,
229,9370,,2025-12-20 16:55:59.439 +0900,import,229,true,,,
230,3990,,2025-12-20 16:55:59.444 +0900,import,230,true,,,
231,3990,,2025-12-20 16:55:59.449 +0900,import,231,true,,,
232,1700,,2025-12-20 16:55:59.455 +0900,import,232,true,,,
233,5650,,2025-12-20 16:55:59.460 +0900,import,233,true,,,
234,1590,,2025-12-20 16:55:59.466 +0900,import,234,true,,,
235,3690,,2025-12-20 16:55:59.471 +0900,import,235,true,,,
236,2350,,2025-12-20 16:55:59.478 +0900,import,236,true,,,
237,5950,,2025-12-20 16:55:59.483 +0900,import,237,true,,,
238,4290,,2025-12-20 16:55:59.488 +0900,import,238,true,,,
239,3690,,2025-12-20 16:55:59.494 +0900,import,239,true,,,
240,2350,,2025-12-20 16:55:59.499 +0900,import,240,true,,,
241,2180,,2025-12-20 16:55:59.504 +0900,import,241,true,,,
242,1710,,2025-12-20 16:55:59.510 +0900,import,242,true,,,
243,2550,,2025-12-20 16:55:59.515 +0900,import,243,true,,,
244,3290,,2025-12-20 16:55:59.520 +0900,import,244,true,,,
245,6340,,2025-12-20 16:55:59.525 +0900,import,245,true,,,
246,2550,,2025-12-20 16:55:59.531 +0900,import,246,true,,,
247,4420,,2025-12-20 16:55:59.536 +0900,import,247,true,,,
248,5740,,2025-12-20 16:55:59.541 +0900,import,248,true,,,
249,2420,,2025-12-20 16:55:59.546 +0900,import,249,true,,,
250,5650,,2025-12-20 16:55:59.552 +0900,import,250,true,,,
251,3740,,2025-12-20 16:55:59.557 +0900,import,251,true,,,
252,2200,,2025-12-20 16:55:59.563 +0900,import,252,true,,,
253,3740,,2025-12-20 16:55:59.568 +0900,import,253,true,,,
254,5590,,2025-12-20 16:55:59.573 +0900,import,254,true,,,
255,4120,,2025-12-20 16:55:59.579 +0900,import,255,true,,,
256,4290,,2025-12-20 16:55:59.585 +0900,import,256,true,,,
257,3380,,2025-12-20 16:55:59.591 +0900,import,257,true,,,
259,2590,,2025-12-20 16:55:59.601 +0900,import,259,true,,,
260,1790,,2025-12-20 16:55:59.606 +0900,import,260,true,,,
261,3380,,2025-12-20 16:55:59.612 +0900,import,261,true,,,
262,3250,,2025-12-20 16:55:59.617 +0900,import,262,true,,,
263,1790,,2025-12-20 16:55:59.622 +0900,import,263,true,,,
264,3880,,2025-12-20 16:55:59.627 +0900,import,264,true,,,
266,3290,,2025-12-20 16:55:59.638 +0900,import,266,true,,,
267,2590,,2025-12-20 16:55:59.643 +0900,import,267,true,,,
268,2780,,2025-12-20 16:55:59.648 +0900,import,268,true,,,
269,1690,,2025-12-20 16:55:59.654 +0900,import,269,true,,,
270,2890,,2025-12-20 16:55:59.659 +0900,import,270,true,,,
271,3250,,2025-12-20 16:55:59.665 +0900,import,271,true,,,
272,6980,,2025-12-20 16:55:59.670 +0900,import,272,true,,,
273,3400,,2025-12-20 16:55:59.675 +0900,import,273,true,,,
274,2990,,2025-12-20 16:55:59.681 +0900,import,274,true,,,
275,3880,,2025-12-20 16:55:59.686 +0900,import,275,true,,,
276,5400,,2025-12-20 16:55:59.691 +0900,import,276,true,,,
277,3900,,2025-12-20 16:55:59.696 +0900,import,277,true,,,
278,1490,,2025-12-20 16:55:59.703 +0900,import,278,true,,,
279,990,,2025-12-20 16:55:59.709 +0900,import,279,true,,,
280,3980,,2025-12-20 16:55:59.714 +0900,import,280,true,,,
281,9990,,2025-12-20 16:55:59.719 +0900,import,281,true,,,
282,5700,,2025-12-20 16:55:59.725 +0900,import,282,true,,,
283,5480,,2025-12-20 16:55:59.730 +0900,import,283,true,,,
284,5490,,2025-12-20 16:55:59.735 +0900,import,284,true,,,
285,9790,,2025-12-20 16:55:59.740 +0900,import,285,true,,,
286,4790,,2025-12-20 16:55:59.746 +0900,import,286,true,,,
287,4480,,2025-12-20 16:55:59.751 +0900,import,287,true,,,
288,3980,,2025-12-20 16:55:59.756 +0900,import,288,true,,,
289,4980,,2025-12-20 16:55:59.762 +0900,import,289,true,,,
290,2980,,2025-12-20 16:55:59.767 +0900,import,290,true,,,
291,5900,,2025-12-20 16:55:59.772 +0900,import,291,true,,,
292,4980,,2025-12-20 16:55:59.777 +0900,import,292,true,,,
293,3100,,2025-12-20 16:55:59.783 +0900,import,293,true,,,
294,7290,,2025-12-20 16:55:59.789 +0900,import,294,true,,,
295,5680,,2025-12-20 16:55:59.794 +0900,import,295,true,,,
296,6490,,2025-12-20 16:55:59.799 +0900,import,296,true,,,
297,4290,,2025-12-20 16:55:59.804 +0900,import,297,true,,,
298,2190,,2025-12-20 16:55:59.809 +0900,import,298,true,,,
299,3490,,2025-12-20 16:55:59.815 +0900,import,299,true,,,
300,1690,,2025-12-20 16:55:59.820 +0900,import,300,true,,,
301,3150,,2025-12-20 16:55:59.825 +0900,import,301,true,,,
302,6390,,2025-12-20 16:55:59.831 +0900,import,302,true,,,
303,5990,,2025-12-20 16:55:59.836 +0900,import,303,true,,,
304,8790,,2025-12-20 16:55:59.842 +0900,import,304,true,,,
305,4290,,2025-12-20 16:55:59.847 +0900,import,305,true,,,
306,6390,,2025-12-20 16:55:59.853 +0900,import,306,true,,,
307,3790,,2025-12-20 16:55:59.858 +0900,import,307,true,,,
308,3150,,2025-12-20 16:55:59.863 +0900,import,308,true,,,
309,6990,,2025-12-20 16:55:59.869 +0900,import,309,true,,,
310,8790,,2025-12-20 16:55:59.875 +0900,import,310,true,,,
311,2600,,2025-12-20 16:55:59.880 +0900,import,311,true,,,
312,2800,,2025-12-20 16:55:59.885 +0900,import,312,true,,,
321,9990,,2025-12-20 16:55:59.934 +0900,import,321,true,,,
322,11900,,2025-12-20 16:55:59.939 +0900,import,322,true,,,
323,11900,,2025-12-20 16:55:59.945 +0900,import,323,true,,,
324,14900,,2025-12-20 16:55:59.950 +0900,import,324,true,,,
325,27900,,2025-12-20 16:55:59.956 +0900,import,325,true,,,
326,21900,,2025-12-20 16:55:59.961 +0900,import,326,true,,,
327,23900,,2025-12-20 16:55:59.966 +0900,import,327,true,,,
329,10990,,2025-12-20 16:55:59.976 +0900,import,329,true,,,
330,6990,,2025-12-20 16:55:59.982 +0900,import,330,true,,,
331,10990,,2025-12-20 16:55:59.987 +0900,import,331,true,,,
332,6990,,2025-12-20 16:55:59.992 +0900,import,332,true,,,
333,14990,,2025-12-20 16:55:59.998 +0900,import,333,true,,,
336,3990,,2025-12-20 16:56:00.014 +0900,import,336,true,,,
338,19990,,2025-12-20 16:56:00.025 +0900,import,338,true,,,
339,9990,,2025-12-20 16:56:00.030 +0900,import,339,true,,,
340,9990,,2025-12-20 16:56:00.036 +0900,import,340,true,,,
341,9990,,2025-12-20 16:56:00.041 +0900,import,341,true,,,
342,9990,,2025-12-20 16:56:00.047 +0900,import,342,true,,,
343,9990,,2025-12-20 16:56:00.052 +0900,import,343,true,,,
344,9990,,2025-12-20 16:56:00.058 +0900,import,344,true,,,
345,9990,,2025-12-20 16:56:00.063 +0900,import,345,true,,,
346,9990,,2025-12-20 16:56:00.068 +0900,import,346,true,,,
347,9990,,2025-12-20 16:56:00.074 +0900,import,347,true,,,
351,9990,,2025-12-20 16:56:00.096 +0900,import,351,true,,,
352,10900,,2025-12-20 16:56:00.102 +0900,import,352,true,,,
353,10900,,2025-12-20 16:56:00.108 +0900,import,353,true,,,
354,13900,,2025-12-20 16:56:00.113 +0900,import,354,true,,,
355,13900,,2025-12-20 16:56:00.119 +0900,import,355,true,,,
356,10900,,2025-12-20 16:56:00.124 +0900,import,356,true,,,
357,9990,,2025-12-20 16:56:00.130 +0900,import,357,true,,,
358,9990,,2025-12-20 16:56:00.135 +0900,import,358,true,,,
359,9990,,2025-12-20 16:56:00.141 +0900,import,359,true,,,
360,9990,,2025-12-20 16:56:00.146 +0900,import,360,true,,,
361,9990,,2025-12-20 16:56:00.151 +0900,import,361,true,,,
362,9990,,2025-12-20 16:56:00.157 +0900,import,362,true,,,
365,9990,,2025-12-20 16:56:00.173 +0900,import,365,true,,,
366,9990,,2025-12-20 16:56:00.178 +0900,import,366,true,,,
367,9990,,2025-12-20 16:56:00.183 +0900,import,367,true,,,
368,11900,,2025-12-20 16:56:00.189 +0900,import,368,true,,,
370,9990,,2025-12-20 16:56:00.200 +0900,import,370,true,,,
371,9990,,2025-12-20 16:56:00.205 +0900,import,371,true,,,
373,9990,,2025-12-20 16:56:00.217 +0900,import,373,true,,,
374,9990,,2025-12-20 16:56:00.222 +0900,import,374,true,,,
375,9990,,2025-12-20 16:56:00.228 +0900,import,375,true,,,
376,9990,,2025-12-20 16:56:00.234 +0900,import,376,true,,,
377,9990,,2025-12-20 16:56:00.239 +0900,import,377,true,,,
378,19990,,2025-12-20 16:56:00.245 +0900,import,378,true,,,
379,9990,,2025-12-20 16:56:00.251 +0900,import,379,true,,,
380,9990,,2025-12-20 16:56:00.256 +0900,import,380,true,,,
381,9990,,2025-12-20 16:56:00.262 +0900,import,381,true,,,
383,9990,,2025-12-20 16:56:00.274 +0900,import,383,true,,,
384,9990,,2025-12-20 16:56:00.279 +0900,import,384,true,,,
385,11900,,2025-12-20 16:56:00.286 +0900,import,385,true,,,
386,11900,,2025-12-20 16:56:00.293 +0900,import,386,true,,,
387,12900,,2025-12-20 16:56:00.299 +0900,import,387,true,,,
314,43900,59900,2025-12-20 16:55:59.897 +0900,import,314,false,,,
315,48900,49900,2025-12-20 16:55:59.902 +0900,import,315,false,,,
317,34900,,2025-12-20 16:55:59.913 +0900,import,317,false,,,
316,43900,44900,2025-12-20 16:55:59.907 +0900,import,316,false,,,
318,60900,61900,2025-12-20 16:55:59.918 +0900,import,318,false,,,
320,64900,,2025-12-20 16:55:59.929 +0900,import,320,false,,,
328,6990,13990,2025-12-20 16:55:59.971 +0900,import,328,false,,,
334,6990,13990,2025-12-20 16:56:00.003 +0900,import,334,false,,,
335,5950,11900,2025-12-20 16:56:00.009 +0900,import,335,false,,,
337,9990,19990,2025-12-20 16:56:00.020 +0900,import,337,false,,,
349,5950,11900,2025-12-20 16:56:00.085 +0900,import,349,false,,,
348,9990,,2025-12-20 16:56:00.080 +0900,import,348,false,,,
350,5950,11900,2025-12-20 16:56:00.091 +0900,import,350,false,,,
363,8990,17990,2025-12-20 16:56:00.162 +0900,import,363,false,,,
364,12990,,2025-12-20 16:56:00.168 +0900,import,364,false,,,
369,9990,19990,2025-12-20 16:56:00.194 +0900,import,369,false,,,
372,9990,19990,2025-12-20 16:56:00.211 +0900,import,372,false,,,
382,9990,19990,2025-12-20 16:56:00.268 +0900,import,382,false,,,
390,8990,,2025-12-20 16:56:00.319 +0900,import,390,true,,,
391,4990,,2025-12-20 16:56:00.326 +0900,import,391,true,,,
394,6990,,2025-12-20 16:56:00.344 +0900,import,394,true,,,
400,1000,,2025-12-20 16:56:00.382 +0900,import,400,true,,,
401,4990,,2025-12-20 16:56:00.388 +0900,import,401,true,,,
403,3990,,2025-12-20 16:56:00.401 +0900,import,403,true,,,
404,3990,,2025-12-20 16:56:00.407 +0900,import,404,true,,,
405,9990,,2025-12-20 16:56:00.412 +0900,import,405,true,,,
406,2990,,2025-12-20 16:56:00.418 +0900,import,406,true,,,
408,3990,,2025-12-20 16:56:00.431 +0900,import,408,true,,,
409,1590,,2025-12-20 16:56:00.437 +0900,import,409,true,,,
410,3990,,2025-12-20 16:56:00.443 +0900,import,410,true,,,
411,4990,,2025-12-20 16:56:00.449 +0900,import,411,true,,,
412,4990,,2025-12-20 16:56:00.456 +0900,import,412,true,,,
415,1690,,2025-12-20 16:56:00.474 +0900,import,415,true,,,
416,4490,,2025-12-20 16:56:00.481 +0900,import,416,true,,,
417,3990,,2025-12-20 16:56:00.487 +0900,import,417,true,,,
419,5990,,2025-12-20 16:56:00.499 +0900,import,419,true,,,
421,5490,,2025-12-20 16:56:00.511 +0900,import,421,true,,,
422,5490,,2025-12-20 16:56:00.518 +0900,import,422,true,,,
423,3990,,2025-12-20 16:56:00.524 +0900,import,423,true,,,
424,3990,,2025-12-20 16:56:00.530 +0900,import,424,true,,,
426,8490,,2025-12-20 16:56:00.543 +0900,import,426,true,,,
427,3490,,2025-12-20 16:56:00.550 +0900,import,427,true,,,
428,4990,,2025-12-20 16:56:00.557 +0900,import,428,true,,,
435,5990,,2025-12-20 16:56:00.600 +0900,import,435,true,,,
436,2490,,2025-12-20 16:56:00.606 +0900,import,436,true,,,
438,3990,,2025-12-20 16:56:00.618 +0900,import,438,true,,,
439,2190,,2025-12-20 16:56:00.624 +0900,import,439,true,,,
442,1990,,2025-12-20 16:56:00.642 +0900,import,442,true,,,
445,1990,,2025-12-20 16:56:00.660 +0900,import,445,true,,,
447,5990,,2025-12-20 16:56:00.678 +0900,import,447,true,,,
451,2990,,2025-12-20 16:56:00.711 +0900,import,451,true,,,
454,3490,,2025-12-20 16:56:00.729 +0900,import,454,true,,,
457,2990,,2025-12-20 16:56:00.746 +0900,import,457,true,,,
